,property_type,place_name,state_name,price_aprox_usd,surface_covered_in_m2,ambientes,baños,balcón,cochera,parrilla,pileta,amoblado,lavadero,patio,terraza,jardin
44264,apartment,Beccar,Bs.As. G.B.A. Zona Norte,119000.0,78.0,1.0,1.0,1,0,0,0,0,0,0,0,0
44265,apartment,San Isidro,Bs.As. G.B.A. Zona Norte,215000.0,48.0,2.0,1.0,0,0,0,0,0,0,0,0,0
44266,apartment,Tigre,Bs.As. G.B.A. Zona Norte,124000.0,46.0,2.0,1.0,1,1,0,1,0,0,0,1,0
44267,apartment,Belgrano,Capital Federal,460000.0,128.0,1.0,1.0,1,1,0,0,0,0,0,1,0
44268,house,Tigre,Bs.As. G.B.A. Zona Norte,375000.0,160.0,1.0,1.0,0,0,1,0,0,1,0,1,1
44269,apartment,La Plata,Bs.As. G.B.A. Zona Sur,70000.0,39.0,1.0,1.0,0,1,0,0,0,1,1,0,0
44270,house,Tigre,Bs.As. G.B.A. Zona Norte,410000.0,193.0,1.0,1.0,0,0,1,1,0,1,0,0,0
44271,house,Tigre,Bs.As. G.B.A. Zona Norte,430000.0,201.0,1.0,1.0,0,0,1,1,0,1,0,0,0
44272,PH,Nuñez,Capital Federal,168000.0,70.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44273,apartment,Nuñez,Capital Federal,180000.0,59.0,1.0,1.0,1,0,0,0,0,1,0,1,0
44274,apartment,Barrio Norte,Capital Federal,599000.0,210.0,1.0,1.0,1,1,0,0,0,1,0,0,0
44275,PH,Belgrano,Capital Federal,150000.0,84.0,1.0,1.0,0,0,0,0,0,0,1,0,0
44276,apartment,Balvanera,Capital Federal,99800.0,40.0,2.0,1.0,1,0,0,0,0,1,0,0,0
44277,house,Capital Federal,Capital Federal,435000.0,300.0,1.0,2.0,1,1,1,0,0,0,1,1,1
44278,apartment,Belgrano,Capital Federal,140000.0,40.0,1.0,1.0,1,0,1,0,0,1,0,1,0
44279,apartment,Vicente López,Bs.As. G.B.A. Zona Norte,149000.0,60.0,1.0,1.0,0,0,0,0,0,0,1,0,0
44280,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,194000.0,90.0,1.0,1.0,1,1,1,1,0,0,0,1,0
44281,house,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,120000.0,70.0,1.0,1.0,0,1,1,1,0,1,1,1,0
44282,apartment,Palermo,Capital Federal,160000.0,48.0,2.0,1.0,1,0,1,1,0,0,0,0,0
44283,apartment,Flores,Capital Federal,109000.0,38.0,1.0,1.0,0,1,0,0,0,0,1,0,0
44284,apartment,Flores,Capital Federal,106000.0,38.0,1.0,1.0,0,1,0,0,0,0,1,0,0
44285,apartment,Flores,Capital Federal,107800.0,38.0,1.0,1.0,0,1,0,0,0,0,1,0,0
44286,apartment,Ituzaingó,Bs.As. G.B.A. Zona Oeste,120000.0,47.0,1.0,1.0,0,1,0,1,0,0,0,0,0
44287,apartment,Flores,Capital Federal,98700.0,38.0,1.0,1.0,0,1,0,0,0,0,1,0,0
44288,apartment,Flores,Capital Federal,95600.0,38.0,1.0,1.0,0,1,0,0,0,0,1,0,0
44289,apartment,Flores,Capital Federal,94000.0,38.0,1.0,1.0,0,1,0,0,0,0,1,0,0
44290,apartment,Flores,Capital Federal,97000.0,38.0,1.0,1.0,0,1,0,0,0,0,1,0,0
44291,apartment,Flores,Capital Federal,98300.0,38.0,1.0,1.0,0,1,0,0,0,0,1,0,0
44292,house,Canning,Bs.As. G.B.A. Zona Sur,295000.0,153.0,1.0,1.0,0,0,0,1,0,0,0,0,0
44293,apartment,Villa Sarmiento,Bs.As. G.B.A. Zona Oeste,95000.0,50.0,2.0,1.0,0,1,1,0,0,0,0,1,0
44294,apartment,Villa Ballester,Bs.As. G.B.A. Zona Norte,105000.0,50.0,1.0,1.0,1,1,0,0,0,1,0,0,0
44295,apartment,Recoleta,Capital Federal,249000.0,75.0,1.0,1.0,1,1,0,0,0,1,0,0,0
44296,house,Castelar,Bs.As. G.B.A. Zona Oeste,350000.0,250.0,1.0,1.0,0,1,1,1,0,1,0,0,0
44297,apartment,Almagro,Capital Federal,135000.0,66.0,1.0,1.0,1,0,0,0,0,1,0,0,0
44298,apartment,Almagro,Capital Federal,93000.0,28.0,2.0,1.0,1,0,0,0,1,0,0,0,0
44299,house,Ituzaingó,Bs.As. G.B.A. Zona Oeste,165000.0,220.0,1.0,1.0,0,1,0,1,0,1,0,0,0
44300,PH,Villa Ballester,Bs.As. G.B.A. Zona Norte,75000.0,32.0,2.0,1.0,0,0,1,0,0,1,1,0,0
44301,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,350000.0,142.0,1.0,1.0,1,1,1,0,0,0,0,0,0
44302,apartment,Palermo Hollywood,Capital Federal,210000.0,39.0,1.0,1.0,0,1,1,1,0,1,0,1,1
44303,apartment,Villa Crespo,Capital Federal,93000.0,28.0,2.0,1.0,1,0,0,0,1,0,0,0,0
44304,PH,Floresta,Capital Federal,98000.0,40.0,2.0,1.0,0,0,0,0,0,1,1,0,0
44305,apartment,Villa Ballester,Bs.As. G.B.A. Zona Norte,68000.0,39.0,2.0,1.0,1,0,0,0,0,0,0,0,0
44306,apartment,Palermo Hollywood,Capital Federal,170000.0,60.0,2.0,1.0,0,0,1,0,0,0,0,1,0
44307,house,Canning,Bs.As. G.B.A. Zona Sur,419900.0,190.0,1.0,1.0,0,1,1,1,0,1,0,0,1
44308,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,125000.0,40.0,2.0,1.0,0,0,1,0,0,0,0,0,0
44309,PH,Floresta,Capital Federal,98000.0,40.0,2.0,1.0,0,0,0,0,0,1,1,0,0
44310,PH,Villa del Parque,Capital Federal,173000.0,90.0,1.0,1.0,1,1,0,0,0,1,0,1,0
44311,house,Boulogne Sur Mer,Bs.As. G.B.A. Zona Norte,150000.0,124.0,1.0,1.0,0,1,1,0,0,1,1,0,0
44312,apartment,Caseros,Bs.As. G.B.A. Zona Oeste,45200.0,24.0,1.0,1.0,0,1,0,0,0,0,0,0,0
44313,apartment,Caseros,Bs.As. G.B.A. Zona Oeste,44200.0,24.0,1.0,1.0,0,1,0,0,0,0,0,0,0
44314,PH,Villa Ballester,Bs.As. G.B.A. Zona Norte,112000.0,90.0,1.0,1.0,1,0,0,0,0,0,1,0,0
44315,house,Adrogué,Bs.As. G.B.A. Zona Sur,450000.0,300.0,1.0,1.0,0,1,0,1,0,0,0,0,0
44316,PH,Belgrano,Capital Federal,400000.0,180.0,1.0,1.0,1,0,1,0,0,1,0,1,0
44317,house,Banfield,Bs.As. G.B.A. Zona Sur,210000.0,171.0,1.0,1.0,0,1,1,1,0,1,1,0,0
44318,PH,Nuñez,Capital Federal,170000.0,56.0,1.0,1.0,0,0,0,0,0,0,1,0,0
44319,PH,Saavedra,Capital Federal,170000.0,56.0,1.0,1.0,0,0,0,0,0,0,1,0,0
44320,apartment,Nuñez,Capital Federal,170000.0,56.0,1.0,1.0,0,0,0,0,0,0,1,0,0
44321,apartment,Saavedra,Capital Federal,170000.0,56.0,1.0,1.0,0,0,0,0,0,0,1,0,0
44322,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,170000.0,62.0,1.0,1.0,1,1,1,0,0,1,0,1,0
44323,apartment,Capital Federal,Capital Federal,83000.0,52.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44324,house,Olivos,Bs.As. G.B.A. Zona Norte,640000.0,298.0,1.0,2.0,0,1,1,0,0,0,0,0,0
44325,apartment,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,105000.0,88.0,1.0,1.0,1,0,0,0,0,1,0,0,0
44326,apartment,Barrio Norte,Capital Federal,548000.0,190.0,1.0,1.0,1,1,0,0,0,1,0,0,0
44327,house,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,110000.0,153.0,1.0,1.0,0,1,0,0,0,0,1,0,0
44328,apartment,Almagro,Capital Federal,89000.0,30.0,1.0,1.0,0,0,1,0,0,0,0,0,0
44329,PH,Villa Lugano,Capital Federal,135000.0,70.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44330,apartment,Belgrano,Capital Federal,119000.0,43.0,2.0,1.0,0,0,0,0,0,0,1,0,0
44331,house,Benavidez,Bs.As. G.B.A. Zona Norte,255000.0,115.0,1.0,1.0,0,0,1,1,0,0,0,0,0
44332,house,Villa Ballester,Bs.As. G.B.A. Zona Norte,188000.0,100.0,1.0,1.0,0,1,1,0,0,1,1,0,0
44333,apartment,San Telmo,Capital Federal,78000.0,29.0,1.0,1.0,1,0,1,0,0,0,0,0,0
44334,house,Canning,Bs.As. G.B.A. Zona Sur,220000.0,130.0,1.0,1.0,0,1,1,0,0,1,0,0,0
44335,apartment,Monserrat,Capital Federal,77000.0,29.0,1.0,1.0,1,0,1,0,0,0,0,0,0
44336,apartment,Recoleta,Capital Federal,235000.0,88.0,1.0,1.0,0,0,0,0,0,1,0,0,0
44337,apartment,Barrio Norte,Capital Federal,280000.0,80.0,1.0,1.0,1,1,0,0,0,0,0,0,0
44338,house,Villa Luzuriaga,Bs.As. G.B.A. Zona Oeste,115000.0,103.0,1.0,1.0,0,1,1,0,0,0,1,1,1
44339,apartment,Tigre,Bs.As. G.B.A. Zona Norte,155000.0,65.0,1.0,1.0,1,1,0,0,0,1,0,0,0
44340,apartment,Olivos,Bs.As. G.B.A. Zona Norte,245000.0,48.0,2.0,1.0,0,1,0,0,0,0,0,0,0
44341,apartment,San Fernando,Bs.As. G.B.A. Zona Norte,135000.0,49.0,1.0,1.0,1,1,0,0,0,1,0,1,0
44342,apartment,San Telmo,Capital Federal,77000.0,29.0,1.0,1.0,1,0,1,0,0,0,0,0,0
44343,house,Tigre,Bs.As. G.B.A. Zona Norte,420000.0,180.0,1.0,1.0,0,0,1,1,0,1,0,0,0
44344,apartment,Belgrano,Capital Federal,100000.0,34.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44345,apartment,Belgrano,Capital Federal,100000.0,34.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44346,apartment,Florida,Bs.As. G.B.A. Zona Norte,110000.0,45.0,2.0,1.0,1,0,0,0,0,1,0,0,0
44347,apartment,Villa Urquiza,Capital Federal,320000.0,85.0,1.0,1.0,0,0,0,0,0,0,1,0,0
44348,apartment,Palermo,Capital Federal,620000.0,169.0,1.0,1.0,0,1,0,0,0,1,0,0,0
44349,PH,Escobar,Bs.As. G.B.A. Zona Norte,115000.0,50.0,1.0,1.0,0,1,0,0,0,1,1,0,0
44350,apartment,Villa Crespo,Capital Federal,164348.11,42.0,1.0,1.0,0,1,1,1,0,0,0,0,0
44351,apartment,Villa Crespo,Capital Federal,111408.26,28.0,1.0,1.0,0,1,1,1,0,0,0,0,0
44352,apartment,Villa Crespo,Capital Federal,112748.49,28.0,1.0,1.0,0,1,1,1,0,0,0,0,0
44353,apartment,Villa Crespo,Capital Federal,117941.95,28.0,1.0,1.0,0,1,1,1,0,0,0,0,0
44354,apartment,Villa Crespo,Capital Federal,181268.78,42.0,1.0,1.0,0,1,1,1,0,0,0,0,0
44355,apartment,Villa Crespo,Capital Federal,124810.74,28.0,1.0,1.0,0,1,1,1,0,0,0,0,0
44356,PH,Florida,Bs.As. G.B.A. Zona Norte,120000.0,69.0,1.0,1.0,0,0,0,0,0,0,0,1,0
44357,house,Escobar,Bs.As. G.B.A. Zona Norte,130000.0,80.0,1.0,1.0,0,0,1,0,0,1,1,0,0
44358,apartment,Caballito,Capital Federal,92000.0,36.0,2.0,1.0,1,0,1,0,0,0,0,1,0
44359,apartment,Barrio Norte,Capital Federal,210000.0,103.0,1.0,1.0,0,0,0,0,0,1,1,0,0
44360,apartment,Barrio Norte,Capital Federal,570000.0,167.0,1.0,1.0,1,1,0,0,0,1,0,1,0
44361,apartment,Caballito,Capital Federal,92000.0,33.0,2.0,1.0,1,0,1,0,0,0,0,1,0
44362,house,Escobar,Bs.As. G.B.A. Zona Norte,130000.0,80.0,1.0,1.0,0,1,0,0,0,1,0,0,0
44363,apartment,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,85000.0,54.0,2.0,1.0,1,1,0,0,0,1,0,0,0
44364,house,La Plata,Bs.As. G.B.A. Zona Sur,90000.0,200.0,1.0,1.0,0,1,0,0,0,0,0,0,0
44365,house,Boulogne Sur Mer,Bs.As. G.B.A. Zona Norte,280000.0,212.0,1.0,1.0,0,0,1,0,0,1,0,0,0
44366,apartment,Barrio Norte,Capital Federal,80000.0,34.0,2.0,1.0,0,0,0,0,0,0,0,0,0
44367,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,330000.0,70.0,1.0,1.0,1,1,1,1,0,0,0,1,0
44368,apartment,Belgrano,Capital Federal,120000.0,41.0,1.0,1.0,1,0,0,0,0,0,0,0,0
44369,house,Tigre,Bs.As. G.B.A. Zona Norte,340000.0,220.0,1.0,1.0,0,0,1,1,0,1,0,0,0
44370,apartment,Barrio Norte,Capital Federal,91000.0,36.0,2.0,1.0,1,0,0,0,1,1,0,0,0
44371,apartment,Villa Urquiza,Capital Federal,125000.0,53.0,1.0,1.0,1,1,0,0,0,1,0,1,0
44372,apartment,Villa Urquiza,Capital Federal,160000.0,55.0,1.0,1.0,1,1,0,0,0,1,0,0,0
44373,apartment,Tigre,Bs.As. G.B.A. Zona Norte,134900.0,70.0,1.0,1.0,1,1,1,1,0,0,0,0,0
44374,PH,Flores,Capital Federal,85000.0,70.0,1.0,1.0,0,0,0,0,0,0,1,1,0
44375,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,125000.0,40.0,2.0,1.0,0,1,1,1,0,0,0,0,0
44376,PH,Villa Crespo,Capital Federal,155000.0,71.0,1.0,1.0,0,0,0,0,0,0,0,1,0
44377,PH,Villa del Parque,Capital Federal,100000.0,59.0,1.0,1.0,1,0,0,0,0,1,0,0,0
44378,house,Tigre,Bs.As. G.B.A. Zona Norte,260000.0,150.0,1.0,1.0,0,0,1,0,0,1,0,0,0
44379,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,161000.0,57.0,2.0,1.0,1,1,1,1,0,1,0,1,1
44380,apartment,Temperley,Bs.As. G.B.A. Zona Sur,80000.0,37.0,1.0,1.0,0,0,1,1,0,0,0,1,0
44381,apartment,Belgrano,Capital Federal,460000.0,128.0,1.0,1.0,1,1,0,0,0,0,0,1,0
44382,apartment,Banfield,Bs.As. G.B.A. Zona Sur,120000.0,60.0,2.0,1.0,1,1,0,1,0,0,0,0,0
44383,apartment,Recoleta,Capital Federal,129900.0,32.0,1.0,1.0,1,0,1,0,0,0,0,0,0
44384,house,Escobar,Bs.As. G.B.A. Zona Norte,330000.0,211.0,1.0,1.0,1,0,1,0,0,1,0,0,0
44385,apartment,Tigre,Bs.As. G.B.A. Zona Norte,250000.0,90.0,1.0,1.0,1,0,1,0,0,0,0,0,0
44386,apartment,Pilar,Bs.As. G.B.A. Zona Norte,220000.0,110.0,1.0,1.0,0,0,1,0,0,0,0,0,0
44387,apartment,San Telmo,Capital Federal,74041.67,32.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44388,apartment,San Telmo,Capital Federal,63935.39,27.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44389,apartment,San Telmo,Capital Federal,82229.88,32.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44390,apartment,San Telmo,Capital Federal,71983.39,27.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44391,apartment,San Telmo,Capital Federal,68539.86,26.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44392,apartment,San Telmo,Capital Federal,69229.69,31.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44393,apartment,San Telmo,Capital Federal,69925.12,26.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44394,apartment,San Telmo,Capital Federal,70637.39,31.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44395,apartment,San Telmo,Capital Federal,85521.99,32.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44396,apartment,San Telmo,Capital Federal,78410.58,29.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44397,apartment,San Telmo,Capital Federal,79952.88,29.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44398,apartment,San Telmo,Capital Federal,73379.88,31.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44399,apartment,San Telmo,Capital Federal,79178.93,27.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44400,apartment,San Telmo,Capital Federal,75382.07,26.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44401,apartment,San Telmo,Capital Federal,90491.01,32.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44402,apartment,San Telmo,Capital Federal,82930.93,29.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44403,apartment,San Telmo,Capital Federal,79178.93,27.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44404,apartment,San Telmo,Capital Federal,75382.07,26.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44405,apartment,San Telmo,Capital Federal,73912.67,31.0,1.0,1.0,0,1,0,0,0,0,0,1,0
44406,house,Villa del Parque,Capital Federal,250000.0,99.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44407,apartment,Villa Crespo,Capital Federal,135000.0,28.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44408,apartment,Villa Crespo,Capital Federal,135000.0,28.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44409,apartment,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,145000.0,50.0,1.0,1.0,0,1,1,0,0,0,0,0,0
44410,PH,Florida,Bs.As. G.B.A. Zona Norte,245000.0,106.0,1.0,1.0,1,1,1,0,0,0,0,0,0
44411,apartment,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,96000.0,47.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44412,house,San Isidro,Bs.As. G.B.A. Zona Norte,1350000.0,572.0,1.0,1.0,0,1,0,1,0,1,0,0,0
44413,apartment,Vicente López,Bs.As. G.B.A. Zona Norte,360000.0,76.0,1.0,1.0,1,1,0,0,0,1,0,0,0
44414,apartment,Barracas,Capital Federal,94500.0,47.0,1.0,1.0,1,0,0,0,0,1,0,0,0
44415,house,Temperley,Bs.As. G.B.A. Zona Sur,180000.0,124.0,1.0,1.0,0,1,0,0,0,0,1,0,1
44416,apartment,Temperley,Bs.As. G.B.A. Zona Sur,145000.0,70.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44417,apartment,Tigre,Bs.As. G.B.A. Zona Norte,123000.0,49.0,2.0,1.0,0,0,0,1,0,0,0,0,1
44418,apartment,Bs.As. G.B.A. Zona Norte,Bs.As. G.B.A. Zona Norte,123000.0,49.0,2.0,1.0,0,0,0,1,0,0,0,0,1
44419,house,Florida,Bs.As. G.B.A. Zona Norte,420000.0,278.0,1.0,1.0,0,0,1,0,0,0,1,1,0
44420,apartment,Villa Devoto,Capital Federal,250000.0,135.0,1.0,1.0,0,0,0,0,0,1,1,0,0
44421,house,Temperley,Bs.As. G.B.A. Zona Sur,180000.0,124.0,1.0,1.0,0,1,0,0,0,0,1,0,1
44422,apartment,Haedo,Bs.As. G.B.A. Zona Oeste,82000.0,37.0,2.0,1.0,1,0,0,0,0,0,0,1,0
44423,house,Vicente López,Bs.As. G.B.A. Zona Norte,1200000.0,550.0,1.0,1.0,0,1,1,1,0,1,0,1,0
44424,apartment,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,118000.0,45.0,2.0,1.0,1,1,0,0,0,0,0,0,0
44425,house,Avellaneda,Bs.As. G.B.A. Zona Sur,140000.0,88.0,1.0,1.0,0,0,0,0,0,0,1,1,0
44426,apartment,Belgrano,Capital Federal,590143.0,99.0,1.0,1.0,1,0,0,0,0,0,0,1,0
44427,apartment,Belgrano,Capital Federal,402636.0,68.0,2.0,1.0,1,0,0,0,0,0,0,1,0
44428,apartment,Puerto Madero,Capital Federal,975000.0,187.0,1.0,1.0,1,1,0,1,0,1,0,1,0
44429,apartment,Villa Crespo,Capital Federal,105000.0,40.0,1.0,1.0,0,0,1,1,0,0,0,0,1
44430,apartment,Capital Federal,Capital Federal,260000.0,99.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44431,apartment,Adrogué,Bs.As. G.B.A. Zona Sur,190000.0,55.0,2.0,1.0,0,1,1,1,0,0,1,1,0
44432,apartment,Almagro,Capital Federal,130000.0,52.0,1.0,1.0,1,0,0,0,0,0,0,0,0
44433,apartment,Floresta,Capital Federal,118000.0,88.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44434,house,Escobar,Bs.As. G.B.A. Zona Norte,260000.0,176.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44435,PH,Capital Federal,Capital Federal,105000.0,68.0,1.0,1.0,0,0,0,0,0,1,1,1,0
44436,PH,Capital Federal,Capital Federal,105000.0,68.0,1.0,1.0,0,0,0,0,0,1,1,1,0
44437,house,Escobar,Bs.As. G.B.A. Zona Norte,180000.0,80.0,1.0,1.0,0,1,0,1,0,1,0,0,0
44438,apartment,La Plata,Bs.As. G.B.A. Zona Sur,135000.0,66.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44439,house,Tigre,Bs.As. G.B.A. Zona Norte,437000.0,205.0,1.0,1.0,0,0,1,1,0,1,0,1,0
44440,house,Tigre,Bs.As. G.B.A. Zona Norte,300000.0,167.0,1.0,1.0,0,0,1,0,0,1,0,0,0
44441,PH,Villa Urquiza,Capital Federal,140000.0,55.0,1.0,1.0,1,0,0,0,0,1,0,1,0
44442,apartment,La Plata,Bs.As. G.B.A. Zona Sur,210000.0,85.0,1.0,1.0,1,0,0,0,0,0,0,0,0
44443,apartment,Acassuso,Bs.As. G.B.A. Zona Norte,185000.0,76.0,1.0,1.0,1,1,0,0,0,0,0,0,0
44444,apartment,City Bell,Bs.As. G.B.A. Zona Sur,95000.0,53.0,1.0,1.0,1,1,0,0,0,0,0,0,0
44445,house,Tigre,Bs.As. G.B.A. Zona Norte,370000.0,210.0,1.0,1.0,0,0,1,0,0,1,0,0,0
44446,apartment,Banfield,Bs.As. G.B.A. Zona Sur,93500.0,45.0,2.0,1.0,1,1,1,1,0,0,0,1,0
44447,apartment,Villa Ballester,Bs.As. G.B.A. Zona Norte,69000.0,45.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44448,apartment,Banfield,Bs.As. G.B.A. Zona Sur,89000.0,45.0,2.0,1.0,1,1,0,0,0,0,0,0,0
44449,apartment,Capital Federal,Capital Federal,340000.0,88.0,2.0,1.0,0,0,1,0,0,1,1,0,0
44450,house,Escobar,Bs.As. G.B.A. Zona Norte,120000.0,200.0,1.0,1.0,0,1,0,1,0,0,0,0,0
44451,house,Escobar,Bs.As. G.B.A. Zona Norte,180000.0,142.0,1.0,1.0,0,1,1,0,0,0,0,0,0
44452,house,Escobar,Bs.As. G.B.A. Zona Norte,148000.0,90.0,1.0,1.0,0,0,1,0,0,1,0,0,0
44453,apartment,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,98000.0,60.0,2.0,1.0,0,1,0,0,0,0,0,0,0
44454,house,Escobar,Bs.As. G.B.A. Zona Norte,150000.0,80.0,1.0,1.0,0,1,1,0,0,1,0,0,0
44455,PH,San Isidro,Bs.As. G.B.A. Zona Norte,178000.0,55.0,1.0,1.0,0,0,1,0,0,1,1,0,0
44456,apartment,Tigre,Bs.As. G.B.A. Zona Norte,130000.0,48.0,2.0,1.0,1,1,0,0,0,0,0,0,0
44457,house,Villa Ballester,Bs.As. G.B.A. Zona Norte,180000.0,110.0,1.0,2.0,0,1,0,0,0,1,1,1,0
44458,house,Coghlan,Capital Federal,390000.0,143.0,1.0,1.0,0,0,1,0,0,0,0,1,0
44459,house,Castelar,Bs.As. G.B.A. Zona Oeste,300000.0,176.0,1.0,1.0,0,1,1,0,0,1,0,0,0
44460,apartment,Castelar,Bs.As. G.B.A. Zona Oeste,75000.0,34.0,1.0,1.0,1,0,0,0,0,1,0,0,0
44461,house,Tigre,Bs.As. G.B.A. Zona Norte,420000.0,215.0,1.0,1.0,1,1,1,1,0,1,0,0,0
44462,house,Canning,Bs.As. G.B.A. Zona Sur,250000.0,100.0,1.0,1.0,1,1,1,1,0,0,0,1,0
44463,house,Tigre,Bs.As. G.B.A. Zona Norte,480000.0,313.0,1.0,1.0,0,0,0,1,0,1,0,0,0
44464,house,Escobar,Bs.As. G.B.A. Zona Norte,225000.0,151.0,1.0,1.0,0,0,1,1,0,1,0,0,0
44465,house,Tigre,Bs.As. G.B.A. Zona Norte,420000.0,201.0,1.0,1.0,0,0,1,0,0,1,0,0,0
44466,house,Tigre,Bs.As. G.B.A. Zona Norte,350000.0,240.0,1.0,1.0,0,0,1,0,0,1,0,0,0
44467,house,Pilar,Bs.As. G.B.A. Zona Norte,165000.0,120.0,1.0,1.0,0,0,1,0,0,1,0,0,0
44468,house,Tigre,Bs.As. G.B.A. Zona Norte,380000.0,215.0,1.0,1.0,0,0,0,1,0,1,0,0,1
44469,house,Escobar,Bs.As. G.B.A. Zona Norte,220000.0,150.0,1.0,1.0,0,1,1,1,0,1,0,0,0
44470,house,Escobar,Bs.As. G.B.A. Zona Norte,350000.0,190.0,1.0,1.0,0,1,1,1,0,1,0,0,0
44471,house,Escobar,Bs.As. G.B.A. Zona Norte,235000.0,162.0,1.0,1.0,0,1,1,1,0,1,0,0,0
44472,house,Barracas,Capital Federal,195000.0,151.0,1.0,1.0,0,1,0,1,0,0,1,1,0
44473,apartment,Nuñez,Capital Federal,135000.0,61.0,1.0,1.0,1,0,0,0,0,1,0,0,0
44474,apartment,Palermo Soho,Capital Federal,270000.0,93.0,1.0,1.0,0,1,0,0,0,0,0,0,0
44475,apartment,Barrio Norte,Capital Federal,285000.0,98.0,1.0,1.0,1,1,0,1,0,1,0,0,0
44476,house,Villa Urquiza,Capital Federal,390000.0,190.0,1.0,1.0,0,0,1,0,0,1,1,0,1
44477,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,295000.0,120.0,1.0,1.0,1,1,1,1,0,0,0,1,1
44478,house,Victoria,Bs.As. G.B.A. Zona Norte,250000.0,130.0,1.0,2.0,0,1,0,0,0,1,0,0,0
44479,apartment,La Plata,Bs.As. G.B.A. Zona Sur,165000.0,74.0,1.0,1.0,0,1,0,0,0,0,0,0,0
44480,apartment,Barrio Norte,Capital Federal,240000.0,101.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44481,house,Lomas de Zamora,Bs.As. G.B.A. Zona Sur,240000.0,130.0,1.0,1.0,0,1,1,0,0,1,1,1,0
44482,apartment,Martínez,Bs.As. G.B.A. Zona Norte,175000.0,62.0,1.0,1.0,1,1,0,0,0,1,0,0,0
44483,apartment,Martínez,Bs.As. G.B.A. Zona Norte,125000.0,58.0,2.0,1.0,1,1,0,0,0,1,0,0,0
44484,house,Tigre,Bs.As. G.B.A. Zona Norte,250000.0,100.0,1.0,1.0,0,0,1,0,0,1,0,0,0
44485,house,Pilar,Bs.As. G.B.A. Zona Norte,185000.0,140.0,1.0,1.0,0,0,1,0,0,0,0,0,0
44486,house,Martínez,Bs.As. G.B.A. Zona Norte,390000.0,165.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44487,PH,Villa Lugano,Capital Federal,90000.0,45.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44488,apartment,Palermo Hollywood,Capital Federal,132800.0,30.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44489,PH,Haedo,Bs.As. G.B.A. Zona Oeste,135000.0,85.0,1.0,1.0,0,1,1,0,0,0,0,0,0
44490,apartment,Palermo Hollywood,Capital Federal,132800.0,30.0,1.0,1.0,0,0,0,0,0,0,0,0,0
44491,PH,Villa Crespo,Capital Federal,178000.0,62.0,1.0,1.0,0,0,1,0,0,1,0,1,0
