,property_type,place_name,state_name,price_aprox_usd,surface_covered_in_m2,ambientes,baños,balcón,cochera,parrilla,pileta,amoblado,lavadero,patio,terraza,jardin
3859,apartment,Palermo Soho,Capital Federal,99700.0,29.0,1.0,1.0,0,1,1,1,0,0,0,0,0
3860,apartment,Palermo Soho,Capital Federal,104000.0,28.0,1.0,1.0,0,1,1,1,0,0,0,0,0
3861,apartment,Palermo Soho,Capital Federal,151500.0,46.0,1.0,1.0,0,1,1,1,0,0,0,0,0
3862,apartment,Palermo Soho,Capital Federal,148700.0,37.0,1.0,1.0,0,1,1,1,0,0,0,0,0
3863,apartment,Palermo Soho,Capital Federal,102800.0,29.0,1.0,1.0,0,1,1,1,0,0,0,0,0
3864,apartment,Palermo Soho,Capital Federal,107300.0,28.0,1.0,1.0,0,1,1,1,0,0,0,0,0
3865,apartment,Palermo Soho,Capital Federal,111700.0,28.0,1.0,1.0,0,1,1,1,0,0,0,0,0
3866,apartment,Palermo Soho,Capital Federal,107400.0,29.0,1.0,1.0,1,1,1,1,0,0,0,0,0
3867,apartment,Palermo Soho,Capital Federal,143000.0,31.0,1.0,1.0,1,1,1,1,0,0,0,0,0
3868,apartment,Palermo Chico,Capital Federal,195000.0,32.0,2.0,1.0,1,1,0,0,0,0,0,1,0
3869,house,Belgrano,Capital Federal,1950000.0,318.0,1.0,1.0,0,1,0,1,0,0,0,0,0
3870,apartment,Nuñez,Capital Federal,285000.0,46.0,2.0,1.0,1,1,1,1,0,0,0,1,0
3871,apartment,Palermo,Capital Federal,480000.0,136.0,4.0,1.0,1,1,0,0,0,0,0,1,0
3872,apartment,Belgrano,Capital Federal,180000.0,62.0,3.0,1.0,1,0,0,0,0,1,0,1,0
3873,apartment,Belgrano,Capital Federal,370000.0,100.0,4.0,2.0,1,1,0,0,0,1,0,1,0
3874,apartment,Recoleta,Capital Federal,89000.0,30.0,1.0,1.0,1,0,0,0,0,0,0,0,0
3875,apartment,Villa Crespo,Capital Federal,89000.0,32.0,1.0,1.0,0,1,0,1,0,0,0,0,0
3876,apartment,Villa Crespo,Capital Federal,98600.0,32.0,1.0,1.0,0,1,0,1,0,0,0,0,0
3877,apartment,Nuñez,Capital Federal,179500.0,50.0,2.0,1.0,0,0,1,1,0,0,1,0,0
3878,apartment,Tigre,Bs.As. G.B.A. Zona Norte,220946.69,96.0,3.0,1.0,0,0,0,0,0,0,0,0,0
3879,house,Pilar,Bs.As. G.B.A. Zona Norte,250000.0,190.0,1.0,1.0,0,1,1,1,0,1,0,0,0
3880,house,Pilar,Bs.As. G.B.A. Zona Norte,440000.0,270.0,1.0,1.0,0,0,0,0,0,0,0,0,0
3881,apartment,Barrio Norte,Capital Federal,250000.0,85.0,4.0,1.0,0,0,0,0,0,0,1,0,0
3882,house,Tigre,Bs.As. G.B.A. Zona Norte,425000.0,227.0,1.0,1.0,0,0,1,0,0,1,0,1,0
3883,apartment,Recoleta,Capital Federal,880000.0,265.0,6.0,1.0,1,1,0,0,0,1,0,1,0
3884,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,161809.09,53.0,2.0,1.0,0,0,1,1,0,0,0,1,0
3885,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,230000.0,55.0,2.0,1.0,0,1,1,1,1,0,0,0,0
3886,apartment,Retiro,Capital Federal,850000.0,252.0,5.0,1.0,1,1,0,0,0,1,1,0,0
3887,apartment,Saavedra,Capital Federal,115000.0,38.0,1.0,1.0,1,1,0,0,0,0,0,1,0
3888,apartment,Palermo,Capital Federal,250000.0,86.0,3.0,1.0,1,0,0,0,0,1,0,0,0
3889,apartment,Retiro,Capital Federal,900000.0,270.0,4.0,1.0,1,1,0,1,0,1,1,0,0
3890,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,215000.0,64.0,2.0,1.0,1,1,1,1,1,0,0,0,0
3891,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,215000.0,62.0,2.0,1.0,1,1,1,1,0,0,0,1,0
3892,apartment,Palermo,Capital Federal,550000.0,87.0,3.0,2.0,1,1,1,1,0,1,0,0,0
3893,apartment,Villa Urquiza,Capital Federal,95000.0,38.0,1.0,1.0,0,0,0,0,0,0,0,0,0
3894,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,110000.0,46.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3895,apartment,Belgrano,Capital Federal,96000.0,30.0,2.0,1.0,1,0,0,0,0,0,0,0,0
3896,house,San Fernando,Bs.As. G.B.A. Zona Norte,650000.0,400.0,1.0,1.0,0,1,0,1,0,1,0,1,0
3897,house,Villa Urquiza,Capital Federal,350000.0,175.0,1.0,1.0,0,0,1,0,0,1,0,1,0
3898,apartment,Coghlan,Capital Federal,125000.0,34.0,1.0,1.0,0,1,1,0,0,0,0,0,0
3899,apartment,Balvanera,Capital Federal,60500.0,31.0,1.0,1.0,0,0,0,0,0,0,0,0,0
3900,PH,Coghlan,Capital Federal,125000.0,34.0,1.0,1.0,0,1,1,0,0,0,0,0,0
3901,apartment,Coghlan,Capital Federal,110000.0,34.0,1.0,1.0,0,1,1,0,0,0,0,0,0
3902,apartment,Coghlan,Capital Federal,129000.0,43.0,2.0,1.0,0,1,1,0,0,0,0,0,0
3903,PH,Coghlan,Capital Federal,129000.0,43.0,2.0,1.0,0,1,1,0,0,0,0,0,0
3904,apartment,Coghlan,Capital Federal,146000.0,42.0,2.0,1.0,0,1,1,0,0,0,0,0,0
3905,PH,Coghlan,Capital Federal,146000.0,42.0,2.0,1.0,0,1,1,0,0,0,0,0,0
3906,house,Quilmes,Bs.As. G.B.A. Zona Sur,85000.0,70.0,1.0,1.0,0,1,0,0,0,1,0,0,0
3907,apartment,Nuñez,Capital Federal,190000.0,55.0,2.0,1.0,0,1,0,0,0,0,0,0,0
3908,apartment,Belgrano,Capital Federal,365000.0,133.0,6.0,2.0,0,1,0,0,0,1,0,0,0
3909,apartment,Barrio Norte,Capital Federal,490000.0,163.0,6.0,2.0,0,1,0,0,0,0,0,0,0
3910,apartment,Palermo,Capital Federal,170000.0,68.0,3.0,1.0,0,0,0,0,0,0,0,0,0
3911,house,Villa Luzuriaga,Bs.As. G.B.A. Zona Oeste,250000.0,166.0,1.0,1.0,0,0,0,1,0,1,1,0,0
3912,PH,Ciudadela,Bs.As. G.B.A. Zona Oeste,95000.0,110.0,1.0,1.0,0,0,0,0,0,0,1,1,0
3913,house,Del Viso,Bs.As. G.B.A. Zona Norte,155000.0,200.0,1.0,2.0,0,1,0,1,0,1,0,0,1
3914,house,Lanús Oeste,Bs.As. G.B.A. Zona Sur,95000.0,120.0,1.0,1.0,0,1,1,0,0,1,1,1,1
3915,apartment,Victoria,Bs.As. G.B.A. Zona Norte,300000.0,98.0,1.0,1.0,1,1,0,1,0,1,0,0,0
3916,house,Escobar,Bs.As. G.B.A. Zona Norte,180000.0,116.0,1.0,1.0,0,1,0,1,0,0,0,0,0
3917,house,Escobar,Bs.As. G.B.A. Zona Norte,250000.0,180.0,1.0,1.0,0,0,1,1,0,1,0,0,0
3918,apartment,Olivos,Bs.As. G.B.A. Zona Norte,170000.0,80.0,1.0,1.0,1,0,0,0,0,1,0,0,0
3919,house,Ituzaingó,Bs.As. G.B.A. Zona Oeste,195000.0,160.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3920,apartment,Villa del Parque,Capital Federal,99000.0,46.0,2.0,1.0,0,1,0,0,0,1,0,0,0
3921,house,Pilar,Bs.As. G.B.A. Zona Norte,250000.0,180.0,4.0,1.0,1,0,1,1,0,1,0,0,1
3922,house,Pilar,Bs.As. G.B.A. Zona Norte,358000.0,289.0,5.0,1.0,0,0,1,1,0,1,0,0,1
3923,PH,Pilar,Bs.As. G.B.A. Zona Norte,128000.0,74.0,3.0,1.0,0,1,1,0,0,0,0,0,0
3924,apartment,Recoleta,Capital Federal,565000.0,294.0,6.0,1.0,1,1,0,0,0,0,1,0,0
3925,house,Acassuso,Bs.As. G.B.A. Zona Norte,485000.0,160.0,4.0,1.0,0,1,0,1,0,1,1,0,1
3926,apartment,Centro / Microcentro,Capital Federal,74900.0,27.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3927,apartment,Belén de Escobar,Bs.As. G.B.A. Zona Norte,69990.0,54.0,2.0,1.0,1,0,0,1,0,0,0,0,0
3928,apartment,Tigre,Bs.As. G.B.A. Zona Norte,149000.0,61.0,3.0,1.0,1,1,0,0,0,0,0,0,0
3929,apartment,Belgrano,Capital Federal,105000.0,43.0,1.0,1.0,0,1,1,0,0,0,0,0,0
3930,apartment,La Plata,Bs.As. G.B.A. Zona Sur,105000.0,55.0,2.0,1.0,1,0,1,0,0,0,0,1,0
3931,house,Capital Federal,Capital Federal,595000.0,375.0,1.0,1.0,0,0,1,1,0,1,0,0,0
3932,house,Victoria,Bs.As. G.B.A. Zona Norte,180000.0,105.0,1.0,1.0,0,0,0,0,0,1,1,1,0
3933,house,Capital Federal,Capital Federal,920000.0,450.0,1.0,1.0,1,1,0,1,0,1,0,1,1
3934,house,Benavidez,Bs.As. G.B.A. Zona Norte,298000.0,250.0,1.0,1.0,0,0,0,0,0,1,0,0,0
3935,house,San Fernando,Bs.As. G.B.A. Zona Norte,110000.0,120.0,1.0,1.0,0,0,0,0,0,0,1,0,0
3936,house,Benavidez,Bs.As. G.B.A. Zona Norte,360000.0,205.0,1.0,1.0,0,1,1,1,0,1,0,0,0
3937,house,Martínez,Bs.As. G.B.A. Zona Norte,590000.0,350.0,1.0,1.0,0,1,1,1,0,1,0,0,1
3938,house,Martínez,Bs.As. G.B.A. Zona Norte,270000.0,100.0,1.0,1.0,0,1,0,1,0,0,0,0,1
3939,house,Martínez,Bs.As. G.B.A. Zona Norte,450000.0,244.0,1.0,1.0,0,0,0,0,0,0,0,0,0
3940,house,Olivos,Bs.As. G.B.A. Zona Norte,530000.0,308.0,1.0,1.0,0,1,1,1,0,1,0,0,0
3941,house,Capital Federal,Capital Federal,295000.0,149.0,1.0,1.0,0,1,0,0,0,1,0,0,1
3942,apartment,Belgrano,Capital Federal,160000.0,60.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3943,house,Capital Federal,Capital Federal,1300000.0,416.0,1.0,1.0,0,1,1,1,0,1,0,1,0
3944,apartment,Tigre,Bs.As. G.B.A. Zona Norte,220000.0,70.0,1.0,1.0,1,1,1,1,0,0,0,1,0
3945,apartment,Pilar,Bs.As. G.B.A. Zona Norte,102528.55,50.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3946,house,Pilar,Bs.As. G.B.A. Zona Norte,177915.18,103.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3947,house,Pilar,Bs.As. G.B.A. Zona Norte,177915.18,103.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3948,apartment,Pilar,Bs.As. G.B.A. Zona Norte,98205.03,50.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3949,apartment,Pilar,Bs.As. G.B.A. Zona Norte,98205.03,43.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3950,house,Pilar,Bs.As. G.B.A. Zona Norte,188084.93,94.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3951,house,Pilar,Bs.As. G.B.A. Zona Norte,161208.65,83.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3952,apartment,Pilar,Bs.As. G.B.A. Zona Norte,98205.03,50.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3953,house,Pilar,Bs.As. G.B.A. Zona Norte,188084.93,94.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3954,apartment,Pilar,Bs.As. G.B.A. Zona Norte,91905.09,43.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3955,house,Pilar,Bs.As. G.B.A. Zona Norte,188084.93,94.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3956,apartment,Pilar,Bs.As. G.B.A. Zona Norte,91905.09,43.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3957,house,Pilar,Bs.As. G.B.A. Zona Norte,207635.76,103.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3958,house,Pilar,Bs.As. G.B.A. Zona Norte,163331.97,94.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3959,apartment,Pilar,Bs.As. G.B.A. Zona Norte,102528.55,50.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3960,apartment,Pilar,Bs.As. G.B.A. Zona Norte,98205.03,50.0,1.0,1.0,0,1,0,0,0,0,0,0,0
3961,apartment,Saavedra,Capital Federal,150000.0,43.0,1.0,1.0,1,1,1,0,0,0,0,1,0
3962,apartment,Saavedra,Capital Federal,150000.0,43.0,1.0,1.0,1,1,1,0,0,0,0,1,0
3963,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,115000.0,54.0,1.0,1.0,0,1,1,0,0,1,0,0,0
3964,house,Nordelta,Bs.As. G.B.A. Zona Norte,1290000.0,380.0,1.0,1.0,0,1,1,1,0,1,1,0,0
3965,house,Tigre,Bs.As. G.B.A. Zona Norte,495000.0,200.0,1.0,1.0,0,0,0,0,0,0,0,0,1
3966,apartment,Olivos,Bs.As. G.B.A. Zona Norte,210000.0,92.0,1.0,1.0,0,0,0,0,0,1,0,0,0
3967,house,Capital Federal,Capital Federal,790000.0,320.0,1.0,1.0,0,1,1,1,0,1,0,0,1
3968,house,Capital Federal,Capital Federal,350000.0,160.0,1.0,1.0,0,0,1,1,0,1,0,0,0
3969,apartment,San Fernando,Bs.As. G.B.A. Zona Norte,90000.0,43.0,2.0,1.0,1,0,0,0,0,0,0,0,0
3970,apartment,Belgrano,Capital Federal,350000.0,103.0,1.0,1.0,0,1,0,0,0,1,0,1,1
3971,apartment,Beccar,Bs.As. G.B.A. Zona Norte,200000.0,87.0,1.0,1.0,0,1,1,0,0,1,0,1,0
3972,apartment,San Isidro,Bs.As. G.B.A. Zona Norte,140000.0,47.0,1.0,1.0,0,1,1,0,0,0,0,1,0
3973,apartment,San Isidro,Bs.As. G.B.A. Zona Norte,185000.0,70.0,1.0,1.0,0,1,1,0,0,0,0,1,0
3974,house,Beccar,Bs.As. G.B.A. Zona Norte,420000.0,238.0,1.0,1.0,0,0,0,1,0,0,0,0,0
3975,house,Benavidez,Bs.As. G.B.A. Zona Norte,330000.0,166.0,1.0,1.0,0,0,1,0,0,0,0,0,0
3976,house,Benavidez,Bs.As. G.B.A. Zona Norte,350000.0,185.0,1.0,1.0,0,0,1,0,0,0,0,0,0
3977,apartment,Centro / Microcentro,Capital Federal,151000.0,73.0,3.0,1.0,0,0,0,0,0,0,0,0,0
3978,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,153000.0,90.0,3.0,2.0,1,1,0,0,0,0,0,1,0
3979,apartment,Belgrano,Capital Federal,264000.0,78.0,3.0,1.0,1,1,0,0,0,1,0,1,0
3980,apartment,Caballito,Capital Federal,120000.0,49.0,2.0,1.0,1,0,1,0,0,0,0,1,0
3981,PH,Almagro,Capital Federal,240000.0,180.0,11.0,1.0,0,0,0,0,0,0,0,1,0
3982,apartment,Remedios de Escalada,Bs.As. G.B.A. Zona Sur,92000.0,58.0,2.0,1.0,1,0,0,0,0,0,0,0,0
3983,PH,Flores,Capital Federal,105000.0,80.0,4.0,1.0,0,0,1,0,0,0,0,1,0
3984,house,Ituzaingó,Bs.As. G.B.A. Zona Oeste,167000.0,150.0,4.0,1.0,1,1,0,0,0,1,1,0,1
3985,apartment,San Nicolás,Capital Federal,220000.0,123.0,6.0,1.0,0,1,0,0,0,0,0,0,0
3986,apartment,Villa Crespo,Capital Federal,123700.0,52.0,3.0,1.0,0,0,0,0,0,0,0,0,0
3987,apartment,Canning,Bs.As. G.B.A. Zona Sur,82000.0,54.0,1.0,1.0,0,1,0,1,0,0,1,0,0
3988,apartment,Balvanera,Capital Federal,168000.0,93.0,4.0,1.0,1,0,0,0,0,1,0,0,0
3989,apartment,Belgrano,Capital Federal,145000.0,53.0,3.0,1.0,1,0,0,0,0,1,0,0,0
3990,house,San Miguel,Bs.As. G.B.A. Zona Norte,155000.0,117.0,4.0,1.0,0,1,0,1,0,1,0,0,0
3991,house,Caballito,Capital Federal,400000.0,260.0,5.0,2.0,1,1,0,0,0,0,1,1,0
3992,apartment,Colegiales,Capital Federal,144000.0,48.0,2.0,1.0,1,1,1,1,0,0,0,1,0
3993,house,Avellaneda,Bs.As. G.B.A. Zona Sur,181000.0,187.0,4.0,1.0,1,1,1,0,0,1,1,1,0
3994,apartment,Villa Pueyrredón,Capital Federal,99000.0,40.0,2.0,2.0,1,0,0,0,0,0,0,0,0
3995,house,Tigre,Bs.As. G.B.A. Zona Norte,620000.0,305.0,3.0,1.0,0,0,0,1,0,1,0,0,0
3996,apartment,Pilar,Bs.As. G.B.A. Zona Norte,75000.0,44.0,2.0,1.0,0,1,1,1,0,0,0,1,0
3997,apartment,Barrio Norte,Capital Federal,97000.0,40.0,2.0,1.0,0,0,0,0,0,0,0,0,0
3998,apartment,Villa Urquiza,Capital Federal,100000.0,45.0,2.0,1.0,0,0,0,0,0,0,0,0,0
3999,apartment,Palermo,Capital Federal,360000.0,107.0,4.0,1.0,1,1,0,0,0,0,0,0,0
4000,apartment,Villa Urquiza,Capital Federal,143000.0,79.0,3.0,1.0,0,0,0,0,0,0,0,0,0
4001,house,Pilar,Bs.As. G.B.A. Zona Norte,290000.0,210.0,1.0,1.0,0,0,1,1,0,1,0,0,0
4002,apartment,San Nicolás,Capital Federal,185000.0,139.0,7.0,1.0,0,0,0,0,0,0,0,0,0
4003,apartment,Belgrano,Capital Federal,298000.0,100.0,4.0,1.0,1,0,0,0,0,0,0,0,0
4004,apartment,Balvanera,Capital Federal,195000.0,112.0,4.0,1.0,1,0,0,0,0,1,0,0,0
4005,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,250000.0,77.0,3.0,1.0,1,1,1,1,0,0,0,0,0
4006,apartment,Palermo,Capital Federal,218000.0,66.0,3.0,1.0,1,0,0,0,0,0,0,0,0
4007,house,La Plata,Bs.As. G.B.A. Zona Sur,80000.0,130.0,1.0,1.0,0,0,0,1,0,0,0,0,0
4008,apartment,Belgrano,Capital Federal,115000.0,42.0,2.0,1.0,1,0,0,0,0,1,1,0,0
4009,apartment,Pilar,Bs.As. G.B.A. Zona Norte,151055.0,81.0,3.0,1.0,1,1,0,0,0,0,0,0,0
4010,apartment,Pilar,Bs.As. G.B.A. Zona Norte,54000.0,35.0,2.0,1.0,0,0,0,0,0,0,0,0,0
4011,apartment,Belgrano,Capital Federal,550000.0,122.0,4.0,1.0,1,1,0,0,0,0,0,1,0
4012,apartment,Belgrano,Capital Federal,570000.0,113.0,4.0,1.0,1,1,1,1,0,1,0,1,0
4013,apartment,Barrio Norte,Capital Federal,210000.0,86.0,4.0,1.0,1,0,0,0,0,1,0,0,0
4014,apartment,Villa Urquiza,Capital Federal,215000.0,90.0,4.0,1.0,1,0,0,0,0,0,0,0,0
4015,PH,Villa Crespo,Capital Federal,199900.0,81.0,3.0,1.0,0,0,1,0,0,0,0,1,0
4016,apartment,Recoleta,Capital Federal,185000.0,40.0,2.0,1.0,1,0,0,0,0,0,0,0,0
4017,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,150000.0,64.0,3.0,1.0,1,1,1,1,0,0,0,1,0
4018,apartment,Recoleta,Capital Federal,180000.0,37.0,2.0,1.0,1,0,0,0,0,0,0,0,0
4019,apartment,Recoleta,Capital Federal,180000.0,38.0,2.0,1.0,1,0,0,0,0,0,0,0,0
4020,apartment,Recoleta,Capital Federal,185000.0,37.0,2.0,1.0,1,0,0,0,0,0,0,0,0
4021,apartment,Recoleta,Capital Federal,270000.0,55.0,2.0,1.0,1,0,0,0,0,0,0,1,0
4022,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,230000.0,109.0,5.0,1.0,0,0,0,0,0,0,0,0,0
4023,apartment,Belgrano,Capital Federal,180000.0,39.0,2.0,1.0,1,1,0,0,0,0,0,1,0
4024,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,230000.0,55.0,2.0,1.0,0,1,1,1,1,0,0,0,0
4025,apartment,Palermo Hollywood,Capital Federal,104000.0,32.0,1.0,1.0,0,0,0,0,0,0,0,0,0
4026,apartment,Balvanera,Capital Federal,140000.0,113.0,3.0,1.0,1,0,0,0,0,1,0,0,0
4027,apartment,Congreso,Capital Federal,140000.0,113.0,3.0,1.0,1,0,0,0,0,1,0,0,0
4028,house,Beccar,Bs.As. G.B.A. Zona Norte,420000.0,238.0,1.0,1.0,0,0,0,1,0,0,0,0,0
4029,apartment,Retiro,Capital Federal,240000.0,110.0,3.0,2.0,1,0,0,0,0,0,0,0,0
4030,PH,Caseros,Bs.As. G.B.A. Zona Oeste,47000.0,22.0,1.0,1.0,0,0,0,0,0,0,1,0,0
4031,PH,San Justo,Bs.As. G.B.A. Zona Oeste,55000.0,47.0,2.0,1.0,0,0,0,0,0,0,1,0,0
4032,apartment,Parque Patricios,Capital Federal,80000.0,45.0,3.0,1.0,0,0,0,0,0,0,0,0,0
4033,apartment,San Isidro,Bs.As. G.B.A. Zona Norte,118000.0,60.0,1.0,1.0,0,1,1,0,0,0,0,0,0
4034,house,Olivos,Bs.As. G.B.A. Zona Norte,620000.0,320.0,1.0,1.0,0,1,1,1,0,1,0,1,0
4035,house,Escobar,Bs.As. G.B.A. Zona Norte,350000.0,190.0,1.0,1.0,0,0,1,1,0,1,0,0,0
4036,house,Belén de Escobar,Bs.As. G.B.A. Zona Norte,280000.0,160.0,1.0,1.0,1,0,0,0,0,0,0,1,0
4037,apartment,Tigre,Bs.As. G.B.A. Zona Norte,96000.0,43.0,2.0,1.0,1,1,0,0,0,0,0,0,0
4038,apartment,Pilar,Bs.As. G.B.A. Zona Norte,108900.0,82.0,3.0,1.0,0,1,1,1,0,0,0,1,1
4039,apartment,Tigre,Bs.As. G.B.A. Zona Norte,162000.0,60.0,2.0,1.0,1,1,1,1,0,0,0,0,0
4040,apartment,Pilar,Bs.As. G.B.A. Zona Norte,79900.0,70.0,2.0,1.0,0,1,1,0,0,0,1,0,0
4041,house,Lomas del Mirador,Bs.As. G.B.A. Zona Oeste,249999.0,100.0,3.0,1.0,0,1,1,1,0,1,0,0,1
4042,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,158000.0,54.0,2.0,1.0,0,1,0,1,0,0,0,0,0
4043,PH,San Cristobal,Capital Federal,150000.0,97.0,5.0,1.0,1,0,0,0,0,1,0,0,0
4044,apartment,Moreno,Bs.As. G.B.A. Zona Oeste,64000.0,61.0,3.0,1.0,0,0,0,0,0,1,0,0,0
4045,house,Escobar,Bs.As. G.B.A. Zona Norte,164000.0,180.0,4.0,1.0,1,1,1,1,0,1,0,0,0
4046,house,Escobar,Bs.As. G.B.A. Zona Norte,320000.0,268.0,1.0,1.0,0,1,1,1,0,1,0,0,0
4047,apartment,Villa del Parque,Capital Federal,120000.0,58.0,3.0,1.0,1,0,0,0,0,1,0,0,0
4048,house,General San Martín,Bs.As. G.B.A. Zona Norte,210000.0,214.0,4.0,1.0,0,1,1,1,0,1,0,1,0
4049,house,La Plata,Bs.As. G.B.A. Zona Sur,129000.0,180.0,5.0,1.0,0,0,1,0,0,1,1,0,0
4050,house,Bella Vista,Bs.As. G.B.A. Zona Norte,220000.0,291.0,4.0,1.0,0,1,0,1,0,1,0,0,0
4051,house,Escobar,Bs.As. G.B.A. Zona Norte,150000.0,170.0,4.0,1.0,0,1,1,1,0,1,0,0,0
4052,apartment,Nuñez,Capital Federal,235000.0,62.0,1.0,1.0,0,1,1,0,0,0,0,1,0
4053,PH,Liniers,Capital Federal,95000.0,50.0,3.0,1.0,0,0,0,0,0,0,1,0,0
4054,PH,Munro,Bs.As. G.B.A. Zona Norte,155000.0,93.0,3.0,1.0,0,1,0,0,0,1,1,0,0
4055,apartment,Munro,Bs.As. G.B.A. Zona Norte,145000.0,93.0,3.0,1.0,0,1,0,0,0,1,0,0,0
4056,PH,Paternal,Capital Federal,115000.0,41.0,2.0,1.0,1,0,0,0,0,0,0,1,0
4057,PH,Paternal,Capital Federal,140000.0,63.0,3.0,1.0,1,0,0,0,0,0,0,1,0
4058,apartment,Belgrano,Capital Federal,297000.0,92.0,4.0,1.0,1,1,0,0,0,1,1,0,0
4059,apartment,Flores,Capital Federal,195000.0,69.0,3.0,2.0,0,1,0,0,0,0,0,0,0
4060,house,Munro,Bs.As. G.B.A. Zona Norte,155000.0,93.0,1.0,1.0,0,1,0,0,0,1,1,0,0
4061,PH,Munro,Bs.As. G.B.A. Zona Norte,170000.0,107.0,4.0,1.0,0,1,0,0,0,1,0,0,0
4062,house,Pilar,Bs.As. G.B.A. Zona Norte,220000.0,138.0,1.0,1.0,0,1,0,0,0,1,1,0,0
4063,apartment,San Telmo,Capital Federal,134085.0,49.0,2.0,1.0,0,1,1,1,0,0,0,0,0
4064,apartment,Puerto Madero,Capital Federal,890000.0,175.0,3.0,1.0,1,1,0,1,0,0,0,1,0
4065,apartment,Puerto Madero,Capital Federal,630000.0,112.0,4.0,1.0,1,1,0,1,0,0,0,0,0
4066,house,Pilar,Bs.As. G.B.A. Zona Norte,220000.0,138.0,4.0,1.0,0,1,0,0,0,1,1,0,0
4067,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,268553.43,103.0,4.0,1.0,0,0,1,1,0,0,0,1,1
4068,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,265983.56,103.0,4.0,1.0,0,0,1,1,0,0,0,1,1
4069,house,Pilar,Bs.As. G.B.A. Zona Norte,168000.0,150.0,4.0,1.0,0,1,0,1,0,1,0,0,0
4070,apartment,Barrio Norte,Capital Federal,235000.0,83.0,3.0,1.0,1,1,0,1,0,0,0,0,0
4071,house,Flores,Capital Federal,550000.0,416.0,8.0,1.0,1,1,1,0,0,0,0,1,0
4072,house,Belén de Escobar,Bs.As. G.B.A. Zona Norte,178000.0,142.0,5.0,1.0,0,1,1,1,0,1,0,0,0
4073,apartment,Almagro,Capital Federal,95000.0,42.0,1.0,1.0,1,0,1,0,0,0,0,1,0
4074,apartment,Almagro,Capital Federal,81000.0,41.0,1.0,1.0,1,0,1,0,0,0,0,1,0
4075,apartment,Villa Urquiza,Capital Federal,180000.0,63.0,2.0,1.0,0,1,1,1,0,0,0,1,0
4076,PH,San Cristobal,Capital Federal,189000.0,20.0,5.0,1.0,0,1,0,1,0,1,0,1,0
4077,house,Nordelta,Bs.As. G.B.A. Zona Norte,740000.0,392.0,1.0,1.0,1,0,1,1,0,1,0,1,0
4078,apartment,Villa Crespo,Capital Federal,87714.87,28.0,1.0,1.0,1,0,0,0,0,0,0,0,0
4079,apartment,Pilar,Bs.As. G.B.A. Zona Norte,95000.0,90.0,3.0,1.0,1,1,1,1,0,0,0,1,0
4080,house,Pilar,Bs.As. G.B.A. Zona Norte,160000.0,94.0,1.0,1.0,0,0,0,0,0,0,0,0,0
4081,house,Vicente López,Bs.As. G.B.A. Zona Norte,515000.0,242.0,2.0,1.0,0,1,1,0,0,1,0,1,0
4082,house,Moreno,Bs.As. G.B.A. Zona Oeste,50475.3,80.0,1.0,1.0,0,0,0,0,0,0,0,0,0
4083,apartment,Haedo,Bs.As. G.B.A. Zona Oeste,72000.0,40.0,2.0,1.0,1,0,0,0,0,0,0,0,0
4084,house,Moreno,Bs.As. G.B.A. Zona Oeste,100000.0,70.0,1.0,1.0,0,0,0,0,0,0,1,0,0
4085,apartment,Palermo,Capital Federal,156000.0,55.0,1.0,1.0,1,0,0,0,0,1,0,0,0
4086,PH,San Martín,Bs.As. G.B.A. Zona Norte,130000.0,77.0,1.0,1.0,0,0,0,0,0,1,1,0,0
4087,house,Moreno,Bs.As. G.B.A. Zona Oeste,44306.1,60.0,1.0,1.0,0,1,0,0,0,1,0,0,0
